Vehicle_ID,Make_and_Model,Year_of_Manufacture,Usage_Hours,Load_Capacity,Actual_Load,Last_Maintenance_Date,Maintenance_Cost,Engine_Temperature,Tire_Pressure,Fuel_Consumption,Battery_Status,Vibration_Levels,Oil_Quality,Failure_History,Anomalies_Detected,Predictive_Score,Maintenance_Required,Delivery_Times,Downtime_Maintenance,Impact_on_Efficiency,Vehicle_Type_Van,Route_Info_rural,Route_Info_urban,Maintenance_Type_oil change,Maintenance_Type_tire rotation,Brake_Condition_good,Brake_Condition_other,Brake_Condition_poor,Weather_Conditions_other,Weather_Conditions_rainy,Weather_Conditions_snowy,Weather_Conditions_windy,Road_Conditions_other,Road_Conditions_rural,Road_Conditions_urban,Make_ford,Make_tesla,Make_volvo,Model_fh,Model_semi,Model_silverado,Service_Year,Service_Month,Service_DayOfWeek,Days_Since_Last_Service,Recent_Service_90d,Load_Utilization
3017,chevy silverado,0.1176470588235361,0.03349538857510546,0.25412981764546533,0.21394381653013644,2023-08-16,0.005117700242338673,0.0,0.1779837630867558,0.0,0.0,0.0018536227311231864,0.42549969355963213,0.0,1.0,0.12401717444943519,1.0,0.2891080442257934,0.0,0.6928541122656909,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,8,2,319,0,0.8418682172455966
3018,ford f150,0.8823529411764781,0.03581897476227926,0.0054374007769815375,0.006132016436142613,2023-11-25,0.03563350257576352,0.0,1.0,0.7972490849427558,1.0,0.16359341898851754,0.5564091951008153,0.0,1.0,0.35428067755765635,1.0,0.12624447583890458,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2023,11,5,218,0,1.0
3019,ford f150,0.941176470588232,0.02212768999785515,0.12959915680470435,0.1024946082015914,2023-06-28,0.06033251142956794,0.0,0.7726257176472147,1.0,0.0,0.020943189492437328,0.5996561737618816,1.0,0.0,0.4308868198123376,1.0,0.0,0.45255486970798536,0.18072833086833742,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2023,6,2,368,0,0.7908586037796731
3020,chevy silverado,0.941176470588232,0.35786802030456855,0.04219785560957308,0.030905303466353454,2023-12-27,0.018453670972735016,0.0,0.6328187237355296,0.020021102194500207,0.0,0.03613046466739327,0.8877365773728431,0.0,0.0,0.31264933691948754,0.0,0.3429580505738968,0.0,0.20140855424668017,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2023,12,2,186,0,0.7323903790822542
3021,ford f150,0.05882352941176805,0.09340816472438693,0.19905631571543586,0.19564280474460655,2024-03-24,0.0057655064055887745,0.0,0.0,0.03341449255465384,0.0,0.06326707663269965,0.4817639955847258,0.0,1.0,0.22958394004281785,1.0,0.22117141949209373,0.0,0.23270859624402276,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2024,3,6,98,0,0.9828515314444524
3022,ford f150,0.705882352941174,0.024272538786015586,0.10868742063751335,0.11514531822497076,2024-06-22,0.9771298193245757,0.0,0.15415935496424438,0.0,0.0,0.1729450262717458,0.6245811368505029,1.0,0.0,0.19287457679376643,1.0,0.0,0.13938377495436827,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,6,5,8,1,1.0
3023,chevy silverado,0.941176470588232,0.169371559305069,0.25431324129256255,0.21934766288219099,2023-01-19,0.0071322664398895605,0.0,1.0,0.0,0.0,0.0066728305236350574,0.6410160488078701,0.0,0.0,0.6843614025506353,0.0,0.7503820368380365,0.0,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2023,1,3,528,0,0.8625097999905279
3024,ford f150,0.941176470588232,0.10270250947308215,0.22187575109066657,0.16974761226585394,2024-05-15,0.9560278179630365,0.0,0.0,0.5951764753560211,0.0,0.07822550661572096,0.6260001466751807,0.0,0.0,0.0,0.0,0.5695584998401593,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2024,5,2,46,1,0.7650570710473397
3025,ford f150,0.764705882352942,0.1647243869307214,0.18455193415840795,0.19685012597443488,2024-01-11,0.0005630559608472419,0.0,0.0,0.5266356525036038,0.0,0.05204110372736335,0.9187221270204736,0.0,0.0,0.31196654014374603,0.0,0.18176077851557404,0.0,0.005797165078453542,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,1,3,171,0,1.0
3026,ford f150,0.29411764705882604,0.0452205619503825,0.2927604288538813,0.3241825761149341,2024-01-09,0.04367029957157383,0.0,1.0,0.0,0.0,0.029653522862337897,0.9999999999999999,1.0,0.0,0.06793017048046321,1.0,0.19304573048524104,0.024516868944101215,0.24513555409057772,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2024,1,1,173,0,1.0
3027,volvo fh,0.8823529411764781,0.08983341674411954,0.14645366713218377,0.12620294196603304,2024-02-27,0.025527748878237354,0.0,1.0,1.0,0.0,0.02287528192034354,0.6587867117924776,0.0,1.0,0.09089721195250211,1.0,0.1523950374913099,0.0,0.036820427821578905,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2024,2,1,124,0,0.8617260628382002
3028,chevy silverado,0.941176470588232,0.22356473868592264,0.08438979444609124,0.09768960896146671,2024-04-15,0.05441979282223178,0.0,0.38790259097420976,0.0,0.0,0.10948406054327967,0.692640014272366,1.0,0.0,0.05264148720687078,1.0,0.37150424869862736,0.14269413196904235,0.18550955019903356,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2024,4,0,76,1,1.0
3029,chevy silverado,1.0,0.020948023164366912,0.08476055409010504,0.0934265951776531,2023-09-10,0.023028355876376916,0.0,0.0,0.2934573270045952,0.0,0.1142562174252336,0.4713643146431673,0.0,1.0,0.32832558875003953,1.0,0.3069679233121225,0.0,0.00302401182226536,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2023,9,6,294,0,1.0
3030,chevy silverado,0.941176470588232,0.1866375920497605,0.06975501163901071,0.06892454365293947,2023-11-26,0.056243146236397715,0.0,1.0,1.0,0.0,0.02500039598836961,0.7328362692148628,1.0,0.0,0.10123133336944622,1.0,0.0,0.04819122229407361,0.10210662084263106,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2023,11,6,217,0,0.9880945043724028
3031,ford f150,1.0,0.3144705798241224,0.2306632272845592,0.19401634441651974,2023-10-10,0.06079997033966977,0.0,0.0,1.0,0.0,0.010319598466910678,0.5896905096135675,0.0,1.0,0.28679163028101634,1.0,0.2225229321336583,0.0,0.017695547962605196,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2023,10,1,264,0,0.8411238613997636
3032,ford f150,0.470588235294116,0.03746335883320226,0.18309027170542466,0.15488453679351416,2024-04-06,0.030929487551063055,0.0,0.26637662082809277,0.20950878471771467,0.0,0.028202543558623932,0.4701891068523115,1.0,0.0,0.19645135070769937,1.0,0.28570858999664533,0.037134454746678536,0.03475725907667296,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2024,4,5,85,1,0.8459462938735984
3033,chevy silverado,1.0,0.07599914206048473,0.1863114341171414,0.18991797588801415,2024-04-12,0.04084536610277514,0.0,0.0,0.0,0.0,0.012767633282833327,0.656099026691937,0.0,1.0,0.2925691199292765,1.0,0.06837008841717797,0.0,0.005440226359706035,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2024,4,4,79,1,1.0
3034,ford f150,0.8823529411764781,0.03496103524701508,0.11295550086629054,0.135471702148319,2023-05-12,0.01636300345348672,0.0,0.0,0.0,0.0,0.02172699596540434,0.7149215864805115,0.0,0.0,0.446191653533708,1.0,0.8659941068582502,0.0,0.2261115544434326,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2023,5,4,415,0,1.0
3035,ford f150,0.8823529411764781,0.32809036962894117,0.20116711769816453,0.18572949082017104,2024-06-19,0.6142607265609972,0.0,0.0,0.0,0.0,0.1391869248754082,0.6314838461969517,0.0,1.0,0.11009321335223222,1.0,0.012174031981681294,0.0,0.10526759178627484,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2024,6,2,11,1,0.9232596904770667
3036,ford f150,0.470588235294116,0.2288196182169157,0.33476642874358453,0.3524916991610638,2023-08-23,0.0651700716525678,0.0,0.39665790758266606,0.5019263411872872,0.0,0.01283851584125341,0.7284518147488553,0.0,0.0,0.15499891621691836,1.0,0.42188311658745564,0.0,0.20145847820411264,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2023,8,2,312,0,1.0
3037,ford f150,0.3529411764705941,0.05122613855723172,0.2668847486937063,0.24349209470535138,2023-05-23,0.004914357398398704,0.0,0.0,0.0,0.0,0.014662024655045876,0.8748330228503983,0.0,1.0,0.29291081826943133,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,5,1,404,0,0.9123492290104527
3038,volvo fh,0.8823529411764781,0.058876099235003934,0.2724734587278865,0.24865623563600764,2024-03-18,0.021718032009566346,0.0,0.890794952012272,0.0,1.0,0.013666229397846308,0.7231601326204357,1.0,0.0,0.23763885911214125,1.0,0.3524570184326809,0.0027780355317096636,0.2419060683176468,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2024,3,0,104,0,0.9125888326772238
3039,ford f150,1.0,0.3748838206906413,0.07938987241128537,0.0898209333025517,2023-07-16,0.041503744062059825,0.0,0.0,0.0,0.0,0.03398053927539987,0.35877618997501604,0.0,0.0,0.1067600357577239,1.0,0.0,0.0,0.3578310219415435,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2023,7,6,350,0,1.0
3040,chevy silverado,0.4117647058823479,0.10098663044255381,0.31731636796306506,0.2471205632183235,2024-06-05,0.03338746203607976,0.0,0.7962210554400309,0.0,0.0,0.05717873182159483,0.5461824326029859,1.0,0.0,0.27599443036276217,1.0,0.11350587797369778,0.03834043987848894,0.0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,6,2,25,1,0.7787829061723277
3041,ford f150,0.529411764705884,0.05530135125473654,0.08110443460883973,0.07699189306204275,2024-01-01,0.4351065776753183,0.0,0.0,1.0,0.0,0.017043696169255503,0.3177973915151838,0.0,0.0,0.4789782702569512,1.0,0.07027608366666367,0.0,0.007962207441526536,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,1,0,181,0,0.9492932591586213
3042,volvo fh,1.0,0.021162508043182957,0.03703652502024619,0.037172990057355235,2023-09-21,0.050173317593541544,0.0,0.15116571747093044,0.0,0.0,0.1159450415290069,0.47357274915043035,1.0,1.0,0.2168051417832614,1.0,0.03249462415845837,0.22292013113738596,0.06680225130592951,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2023,9,3,283,0,1.0
3043,ford f150,0.0,0.04468434975334239,0.012168866061735662,0.013429102206340452,2023-02-01,0.04673572127280731,0.0,1.0,0.8465271284961096,0.0,0.26273468168213493,0.8185523344718802,0.0,0.0,0.15578186565525762,1.0,0.15436747959295632,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2023,2,2,515,0,1.0
3044,ford f150,0.8823529411764781,0.02741831700865089,0.21399584548524034,0.25046527491353665,2023-09-15,0.5316151703445238,0.0,0.4642797741757516,1.0,0.0,0.13074847101682735,0.6028249168131902,1.0,0.0,0.2760589556319718,1.0,0.5416770650359278,0.044470241853776925,0.0153254563888012,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2023,9,4,289,0,1.0
3045,chevy silverado,0.8823529411764781,0.02623865017516265,0.059420769930690384,0.06539362067468929,2023-08-26,0.04848153699194584,0.0,0.1571249491009291,0.025830679932447753,1.0,0.04171675278157899,0.37269958790136126,1.0,1.0,0.10239882360723823,1.0,0.029602287395273222,0.06100012935596417,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,8,5,309,0,1.0
3046,chevy silverado,0.941176470588232,0.042146278687352545,0.04695941040152292,0.0509989676746503,2024-06-09,0.6128115279073935,0.0,0.0,0.2461515659485794,0.0,0.009207536901574593,0.6413011618361629,0.0,0.0,0.21845691338489004,0.0,0.42459764392492133,0.0,0.3300477284725911,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2024,6,6,21,1,1.0
3047,ford f150,0.3529411764705941,0.0680989490240938,0.14980637181764048,0.12981714012257062,2024-05-02,0.008965942075946375,0.0,0.0,0.0,0.0,0.03297903673115523,0.6956088492405658,1.0,0.0,0.23390428047258277,1.0,1.0,0.20109390167533206,0.033371114835174825,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2024,5,3,59,1,0.8665662117536443
3048,ford f150,0.8823529411764781,0.30235218417101595,0.02428634771967852,0.028508416021501677,2023-11-18,0.06568238153873078,0.0,0.06391260386780706,0.9647389777587896,1.0,0.07485798658668623,0.6455071922764267,1.0,1.0,0.6358675681988233,1.0,1.0,0.13028629356850147,0.047532881512282465,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2023,11,5,225,0,1.0
3049,ford f150,0.17647058823528994,0.16097090155144061,0.08408207655453814,0.087370120283001,2023-11-05,0.05906889861189274,0.0,0.03505253260840824,0.5999718832980718,0.0,0.007372032644940505,0.7726190377658219,1.0,0.0,0.2278154145644729,1.0,0.23906932718913054,0.023174489626765715,0.27165425913745844,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,11,6,238,0,1.0
3050,ford f150,0.470588235294116,0.06280832201329806,0.022913049557853105,0.02352460547423697,2023-02-24,0.03505150231626641,0.0,0.0,0.5353409779616363,0.0,0.02260463719059817,0.6015285747822653,0.0,0.0,0.2650094032733363,0.0,0.04499651589268579,0.0,0.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,2,4,492,0,1.0
3051,ford f150,0.0,0.13844998927575605,0.04829400632578275,0.04233124317797506,2024-03-16,0.006489522712601566,0.0,0.05130081988170465,0.46966993703218024,0.0,0.006353489034845465,0.8867577951006386,0.0,1.0,0.6855685416324031,1.0,0.7222279284511618,0.0,0.01650551293796801,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2024,3,5,106,0,0.876532025370106
3052,ford f150,0.8823529411764781,0.033245156216486736,0.09565920600285986,0.10823655424179328,2024-01-11,0.038473227426964796,0.0,0.15295561103550703,0.0,0.0,0.009239630777708657,0.900147610419214,0.0,0.0,0.061914665068632774,0.0,0.0,0.0,0.0002406144918046249,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2024,1,3,171,0,1.0
3053,ford f150,0.29411764705882604,0.0385000357474798,0.13892487819239813,0.15638990048031723,2023-03-24,0.5138440253698615,0.0,1.0,0.847581169374495,0.0,0.213065158199187,0.5819081252188211,0.0,0.0,0.3203081408640379,0.0,0.3447024806377351,0.0,0.06624654587134221,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2023,3,4,464,0,1.0
3054,ford f150,0.17647058823528994,0.0007149495960534783,0.025596690519718118,0.024929137884301983,2023-11-09,0.008820567742931947,0.0,0.0,0.12645255760949253,0.0,0.08104957035164612,0.9999999999999999,1.0,0.0,0.11823457485472878,1.0,0.0011949715867271005,0.029657812876480207,0.06879488757192848,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2023,11,3,234,0,0.9739203536917441
3055,chevy silverado,0.6470588235294201,0.10520483305926932,0.05833065930188236,0.06644753470300692,2023-05-13,0.45835203140283615,0.0,1.0,1.0,0.5416357319440923,0.024535141275453674,0.719656364930077,0.0,0.0,0.1608177952884795,0.0,0.0,0.0,0.09884797793084951,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,5,5,414,0,1.0
3056,volvo fh,0.1176470588235361,0.05036819904196754,0.005780459829803606,0.004656886492300758,2023-11-21,0.3929883268743012,0.0,0.15143537160196763,0.17832865297303585,0.0,0.04164474761163018,0.7744396363983553,0.0,1.0,0.269484020643335,1.0,0.6803002549513918,0.0,0.0638407266629164,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023,11,1,222,0,0.8056256127393551
3057,chevy silverado,0.941176470588232,0.015156931436333738,0.0008979394413978529,0.0006698593697708744,2023-02-10,0.06123928293810632,0.0,0.0,0.0,1.0,0.06591719120938291,0.6500937408508775,1.0,1.0,0.3745661840054438,1.0,0.0,0.16878139061685293,0.21453966794262028,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,2,4,506,0,0.7459961539589813
3058,ford f150,0.3529411764705941,0.1312647458354186,0.02132223283571658,0.018272403800480192,2023-10-26,0.0056892042841611284,0.0,0.0,1.0,1.0,0.25283088554688965,0.8408170289095532,0.0,0.0,0.19683624442839906,0.0,0.0,0.0,0.5098854731318092,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2023,10,3,248,0,0.8569648376539787
3059,ford f150,0.941176470588232,0.16722671051690857,0.17196059823866938,0.176341970157969,2024-05-08,0.06575197535545765,0.0,0.0,0.0,0.4873416507785375,0.13154808050202602,0.9102998522484352,0.0,1.0,0.13324063429825986,1.0,0.05547217937253372,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,5,2,53,1,1.0
3060,volvo fh,1.0,0.14027311074569243,0.1037937785360779,0.10492709604576059,2024-03-13,0.03671117080043876,0.0,0.0,0.0,0.0,0.08859415283681465,0.8150537841429163,1.0,0.0,0.4134877569405723,1.0,1.0,0.07754762613701482,0.4388210175928601,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024,3,2,109,0,1.0
3061,ford f150,0.941176470588232,0.12175591620790735,0.02656259672505994,0.0221496623532105,2024-05-15,0.005716518201381016,0.0,0.0,0.5991105746159424,0.0,0.2149470996648086,0.5489561483126112,1.0,1.0,0.2605207435200983,1.0,0.0,0.04990987086903984,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,5,2,46,1,0.833866605079083
3062,ford f150,0.941176470588232,0.024236791306212913,0.27905177292708766,0.33679773539731844,2023-08-23,0.06084291811145934,0.0,0.0,0.40128270518471126,0.0,0.03449460055554878,0.612138374662195,0.0,0.0,0.0172722841637015,1.0,0.0,0.0,0.02149211621151459,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2023,8,2,312,0,1.0
3063,chevy silverado,0.941176470588232,0.085507971687996,0.044256855672171795,0.04225067392607688,2023-06-19,0.041166306839620505,0.0,0.0,1.0,0.0,0.02754876811344002,0.6805841833798886,0.0,0.0,0.28057877501236267,0.0,0.0,0.0,0.08801525885049777,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,6,0,377,0,0.954669582472024
3064,chevy silverado,0.705882352941174,0.2850146564667191,0.015684693761937346,0.015295657855837946,2023-11-30,0.025483474007193106,0.0,0.5607886234691248,1.0,0.0,0.014438971374085573,0.6961871255152227,1.0,1.0,0.12413323562100173,1.0,0.033416392975092954,0.047180001455637624,0.12180765565335602,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2023,11,3,213,0,0.9751964614671987
3065,chevy silverado,0.6470588235294201,0.007363980839350826,0.059860912538651924,0.04718241864157195,2023-10-04,0.05933102026507106,0.0,0.46577319340597745,0.0,1.0,0.030742451446207637,0.8177754867004913,1.0,0.0,0.30057727235381004,1.0,0.0,0.013370944226785234,0.1928923150160465,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2023,10,2,270,0,0.7882007914781867
3066,ford f150,0.8823529411764781,0.1526417387574176,0.131571166424099,0.09528579920727417,2023-08-02,0.041981674146818,0.0,0.0,0.0,0.0,0.09210782157109375,0.935288361646306,0.0,1.0,0.252911190942737,1.0,0.04875809623576742,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2023,8,2,333,0,0.7242149005515035
3067,ford f150,0.470588235294116,0.2478730249517409,0.018554675249919717,0.020646956558762326,2024-01-11,0.0054504199660880236,0.0,0.0,0.1815199888517403,0.0,0.4338231562323963,0.7456931825565122,1.0,1.0,0.2463278094987438,1.0,0.13556459578587843,0.06725912289242279,0.03342513334125022,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,1,3,171,0,1.0
3068,volvo fh,0.6470588235294201,0.09312218488596553,0.08087881743904834,0.07277451048398433,2023-11-14,0.02745669372800906,0.0,0.0,0.5412242120456388,0.0,0.11143513964009592,0.8729705449728687,1.0,1.0,0.14819331695628762,1.0,0.0,0.027135118456349427,0.0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2023,11,1,229,0,0.8997969157848832
3069,ford f150,0.29411764705882604,0.011117466218631586,0.046038025747877694,0.05543526389692663,2023-10-15,0.003955844365148838,0.0,0.1575453587305039,0.21963772723293723,0.0,0.12297602701525605,0.7196433377853168,0.0,1.0,0.31605510781218826,1.0,0.19577379929505162,0.0,0.0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2023,10,6,259,0,1.0
3070,chevy silverado,0.941176470588232,0.04886680489025524,0.07385831834083824,0.07589798472854392,2024-06-23,0.04765111095573417,0.0,0.0,0.033915732290692835,1.0,0.24128866084178294,0.6161193893212998,0.0,1.0,0.1611873444230693,1.0,0.025884618636828047,0.0,0.07128476346955756,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,6,6,7,1,1.0
3071,chevy silverado,0.941176470588232,0.052155573032101235,0.04191309949763599,0.048111651170313144,2024-01-16,0.051862330731492295,0.0,0.0,0.0,0.0,0.09806829014287716,0.6517771447272026,0.0,0.0,0.15090550677582618,0.0,0.3746238936742376,0.0,0.38414320266002744,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2024,1,1,166,0,1.0
3072,chevy silverado,0.8823529411764781,0.25974118824622866,0.014052790290219656,0.014880175600725406,2024-02-14,0.06434494212367922,0.0,0.909029173279652,0.24134388216420793,1.0,0.015011023984654329,0.9316720386231244,1.0,0.0,0.3605223345195456,1.0,0.34357189744474825,0.06085555086826889,0.3480951553083451,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,2,2,137,0,1.0
3073,ford f150,0.705882352941174,0.31068134696503896,0.04930730156521838,0.04668948032532926,2023-07-23,0.04835053414897282,0.0,1.0,0.0,0.0,0.2233591860067752,0.9045218287287805,0.0,0.0,0.22556973676020908,0.0,0.6531065336884323,0.0,0.3130387285047367,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,7,6,343,0,0.9469080408623347
3074,ford f150,0.941176470588232,0.0485093300922285,0.13865629249750264,0.10214299338202623,2023-09-19,0.059991243636165564,0.0,0.0,0.07848930397581994,1.0,0.05538289382175608,0.5190268245581467,0.0,0.0,0.2938853863403265,0.0,0.06954884976069582,0.0,0.09640712052475342,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2023,9,1,285,0,0.7366632378683134
3075,chevy silverado,0.1176470588235361,0.058697361835990565,0.1713871245405488,0.1785609295847727,2024-02-12,0.046321479897161025,0.0,0.0,0.684271823304426,0.0,0.005389151102557233,0.6232501647123122,1.0,1.0,0.24232707595941533,1.0,0.9638406118657601,0.013510034221799704,0.2664017710552651,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2024,2,0,139,0,1.0
3076,tesla semi,0.05882352941176805,0.23189390147994568,0.05624403176592143,0.06291306733617276,2024-03-03,0.027634723726744373,0.0,1.0,0.22442530414291412,0.0,0.1601686679403545,0.9999999999999999,0.0,1.0,0.224841400497891,1.0,1.0,0.0,0.704629998217752,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2024,3,6,119,0,1.0
3077,volvo fh,0.941176470588232,0.19929219989990707,0.10511500176783649,0.11959982159069801,2023-06-15,0.02152618638423922,0.0,0.0,0.3533685639555841,0.0,0.16635360767005283,0.8873436054253437,0.0,0.0,0.4991734924669286,1.0,0.49339517870861255,0.0,0.18656782480260278,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2023,6,3,381,0,1.0
3078,ford f150,0.8823529411764781,0.011939658254093087,0.11957305607643622,0.12689324289835222,2024-02-23,0.03114324996503385,0.0,0.7660587992444909,1.0,0.0,0.14742549302244307,0.6587339041095611,0.0,0.0,0.10737642132138571,0.0,0.0,0.0,0.0025267773171911145,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2024,2,4,128,0,1.0
3079,ford f150,0.941176470588232,0.011510688496460999,0.030604317212892924,0.024373428192710107,2024-04-18,0.987480783267227,0.0,0.207497892537725,0.0,0.0,0.05569832245156737,0.7018315803305716,0.0,0.0,0.3404406497684005,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,4,3,73,1,0.7964049001048166
3080,volvo fh,0.529411764705884,0.015764638592979194,0.08079139339127969,0.08496028079265076,2023-04-07,0.06367869251054749,0.0,0.0,0.0,0.0,0.46832614498368297,0.6525849988738407,1.0,0.0,0.13742997876151647,1.0,0.17164662962662824,0.204923275741871,0.3035883283950699,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2023,4,4,450,0,1.0
3081,chevy silverado,0.17647058823528994,0.10291699435189819,0.016935800691129894,0.014296718269206971,2023-10-23,0.055387100901400185,0.0,0.10962658023432093,0.13631557500268404,0.0,0.08967347401007897,0.5987547658644544,1.0,1.0,0.2540860528135272,1.0,0.711272867345953,0.058935435369762125,0.0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2023,10,0,251,0,0.8441713816752024
3082,tesla semi,0.8235294117647101,0.005612354329019804,0.08875446224951024,0.09443928287957941,2023-06-26,0.013185703853873503,0.0,0.0,0.3197878163444117,0.0,0.046136356722612626,0.6550601961650276,0.0,0.0,0.023439476179500828,1.0,0.2210954000748912,0.0,0.1630550623837119,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2023,6,0,370,0,1.0
3083,ford f150,0.8235294117647101,0.047579895617358973,0.05322779588197054,0.04758452137928836,2023-03-13,0.023436522754578047,0.0,0.0,0.0,0.0,0.07961846821830666,0.5066748260776298,1.0,1.0,0.11387638589919555,1.0,0.0,0.12461348345330185,0.007192837082518,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2023,3,0,475,0,0.8939788054497728
